i,j,theta_lo,phi_lo,theta_hi,phi_hi,hs
1,28,0.06283185307179587,3.518583772020569,0.12566370614359174,3.6442474781641603,1321.39454561005
1,29,0.06283185307179587,3.6442474781641603,0.12566370614359174,3.769911184307752,3282.9594547651022
1,30,0.06283185307179587,3.769911184307752,0.12566370614359174,3.8955748904513436,5961.956667893037
1,31,0.06283185307179587,3.8955748904513436,0.12566370614359174,4.0212385965949355,1321.3945456100455
1,32,0.06283185307179587,4.0212385965949355,0.12566370614359174,4.1469023027385274,3967.9525119729583
1,33,0.06283185307179587,4.1469023027385274,0.12566370614359174,4.272566008882119,3315.129496162759
1,34,0.06283185307179587,4.272566008882119,0.12566370614359174,4.39822971502571,1311.4339470183115
1,35,0.06283185307179587,4.39822971502571,0.12566370614359174,4.523893421169302,1960.4880876856791
1,36,0.06283185307179587,4.523893421169302,0.12566370614359174,4.649557127312894,2656.787770322
1,37,0.06283185307179587,4.649557127312894,0.12566370614359174,4.775220833456486,1984.8511734303484
1,38,0.06283185307179587,4.775220833456486,0.12566370614359174,4.900884539600078,1344.6808098853369
1,39,0.06283185307179587,4.900884539600078,0.12566370614359174,5.026548245743669,3342.7230463155847
1,40,0.06283185307179587,5.026548245743669,0.12566370614359174,5.152211951887261,1321.3945456100455
1,41,0.06283185307179587,5.152211951887261,0.12566370614359174,5.277875658030853,672.3404049426684
1,42,0.06283185307179587,5.277875658030853,0.12566370614359174,5.403539364174445,672.3404049426684
1,43,0.06283185307179587,5.403539364174445,0.12566370614359174,5.529203070318037,1947.1624220021308
1,44,0.06283185307179587,5.529203070318037,0.12566370614359174,5.6548667764616285,2596.2165626695078
1,45,0.06283185307179587,5.6548667764616285,0.12566370614359174,5.7805304826052195,2680.4778426483276
1,46,0.06283185307179587,5.7805304826052195,0.12566370614359174,5.906194188748811,2689.3616197706738
1,47,0.06283185307179587,5.906194188748811,0.12566370614359174,6.031857894892403,2642.789091220091
1,48,0.06283185307179587,6.031857894892403,0.12566370614359174,6.157521601035995,1321.3945456100455
1,49,0.06283185307179587,6.157521601035995,0.12566370614359174,6.283185307179586,1321.3945456100548
2,0,0.12566370614359174,0.0,0.1884955592153876,0.12566370614359174,2407.8632329243933
2,1,0.12566370614359174,0.12566370614359174,0.1884955592153876,0.25132741228718347,2798.3231639561873
2,2,0.12566370614359174,0.25132741228718347,0.1884955592153876,0.3769911184307752,3222.5495386296775
2,3,0.12566370614359174,0.3769911184307752,0.1884955592153876,0.5026548245743669,3598.191102307921
2,4,0.12566370614359174,0.5026548245743669,0.1884955592153876,0.6283185307179586,4379.515837796471
2,5,0.12566370614359174,0.6283185307179586,0.1884955592153876,0.7539822368615504,2009.1438840234066
2,6,0.12566370614359174,0.7539822368615504,0.1884955592153876,0.8796459430051422,3222.9544120546357
2,7,0.12566370614359174,0.8796459430051422,0.1884955592153876,1.0053096491487339,2023.1525045270375
2,8,0.12566370614359174,1.0053096491487339,0.1884955592153876,1.1309733552923256,1980.7217695911893
2,9,0.12566370614359174,1.1309733552923256,0.1884955592153876,1.2566370614359172,2008.3341371734873
2,10,0.12566370614359174,1.2566370614359172,0.1884955592153876,1.3823007675795091,2044.9346947899023
2,11,0.12566370614359174,1.3823007675795091,0.1884955592153876,1.5079644737231008,2427.2161826375004
2,12,0.12566370614359174,1.5079644737231008,0.1884955592153876,1.6336281798666925,2022.5856817320928
2,13,0.12566370614359174,1.6336281798666925,0.1884955592153876,1.7592918860102844,3247.327792237248
2,14,0.12566370614359174,1.7592918860102844,0.1884955592153876,1.884955592153876,1994.325516669858
